user_id;student_number;total_courses;total_spent;first_order;last_order
usr_0341;341;1;8950.0;2026-08-23 11:59:04;2026-08-23 11:59:04
usr_0342;342;1;9950.0;2026-08-13 09:48:34;2026-08-13 09:48:34
usr_0343;343;1;8950.0;2026-09-01 19:07:54;2026-09-01 19:07:54
usr_0344;344;1;8950.0;2026-09-06 14:48:52;2026-09-06 14:48:52
usr_0345;345;1;8950.0;2026-09-03 16:33:15;2026-09-03 16:33:15
usr_0346;346;1;8745.0;2026-08-18 10:15:05;2026-08-18 10:15:05
usr_0347;347;1;7475.0;2026-09-06 18:35:08;2026-09-06 18:35:08
usr_0348;348;1;6950.0;2026-08-12 19:17:21;2026-08-12 19:17:21
usr_0349;349;1;7475.0;2026-09-09 16:10:16;2026-09-09 16:10:16
usr_0350;350;1;8450.0;2026-09-05 18:12:55;2026-09-05 18:12:55
usr_0351;351;1;9450.0;2026-08-20 11:12:25;2026-08-20 11:12:25
usr_0352;352;1;8450.0;2026-09-03 16:22:06;2026-09-03 16:22:06
usr_0353;353;1;8950.0;2026-08-22 11:39:22;2026-08-22 11:39:22
usr_0354;354;1;8245.0;2026-09-04 13:47:25;2026-09-04 13:47:25
usr_0355;355;1;8450.0;2026-09-02 14:30:26;2026-09-02 14:30:26
usr_0356;356;1;6950.0;2026-08-09 13:48:05;2026-08-09 13:48:05
usr_0357;357;1;9950.0;2026-08-24 02:46:33;2026-08-24 02:46:33
usr_0358;358;1;8450.0;2026-09-09 06:30:33;2026-09-09 06:30:33
usr_0359;359;1;7475.0;2026-09-06 18:40:33;2026-09-06 18:40:33
usr_0360;360;1;8950.0;2026-08-23 20:57:22;2026-08-23 20:57:22
usr_0361;361;2;17490.0;2026-08-17 10:53:42;2026-08-17 10:53:42
usr_0362;362;1;8450.0;2026-09-05 14:52:23;2026-09-05 14:52:23
usr_0363;363;1;8945.0;2026-09-04 06:28:52;2026-09-04 06:28:52
usr_0364;364;1;8475.0;2026-08-13 00:01:02;2026-08-13 00:01:02
usr_0365;365;1;6490.0;2026-08-09 16:15:08;2026-08-09 16:15:08
usr_0366;366;4;8950.0;2026-09-06 15:18:37;2026-09-06 15:18:37
usr_0367;367;1;8245.0;2026-08-23 18:18:15;2026-08-23 18:18:15
usr_0368;368;1;8950.0;2026-08-24 14:21:10;2026-08-24 14:21:10
usr_0369;369;1;4495.0;2026-08-09 18:53:23;2026-08-09 18:53:23
usr_0370;370;2;12240.0;2026-08-08 14:10:35;2026-08-22 11:14:12
usr_0371;371;2;9900.0;2026-08-09 17:17:09;2026-08-09 17:17:09
usr_0372;372;1;7450.0;2026-08-22 15:11:44;2026-08-22 15:11:44
usr_0373;373;2;14950.0;2026-08-22 18:58:36;2026-08-22 18:58:36
usr_0374;374;1;6450.0;2026-08-09 19:11:48;2026-08-09 19:11:48
usr_0375;375;1;7000.0;2026-09-04 14:19:28;2026-09-04 14:19:28
usr_0376;376;1;6950.0;2026-09-03 15:43:04;2026-09-03 15:43:04
usr_0377;377;2;14950.0;2026-09-05 19:24:12;2026-09-05 19:24:12
usr_0378;378;1;8950.0;2026-09-04 15:08:47;2026-09-04 15:08:47
usr_0379;379;1;7475.0;2026-09-04 11:44:55;2026-09-04 11:44:55
usr_0380;380;1;6490.0;2026-08-09 17:19:11;2026-08-09 17:19:11
usr_0381;381;1;8950.0;2026-09-09 14:46:43;2026-09-09 14:46:43
usr_0382;382;2;8900.0;2026-08-09 18:58:42;2026-08-09 18:58:42
usr_0383;383;1;8950.0;2026-09-04 14:11:02;2026-09-04 14:11:02
usr_0384;384;1;8450.0;2026-09-04 20:38:50;2026-09-04 20:38:50
usr_0385;385;2;11950.0;2026-09-02 14:17:34;2026-09-02 14:17:34
usr_0386;386;1;7000.0;2026-08-19 13:53:46;2026-08-19 13:53:46
usr_0387;387;1;8545.0;2026-08-31 09:09:41;2026-08-31 09:09:41
usr_0388;388;1;7000.0;2026-08-12 13:28:18;2026-08-12 13:28:18
usr_0389;389;3;15890.0;2026-08-09 10:18:12;2026-08-10 19:12:23
usr_0390;390;1;8975.0;2026-09-01 02:23:30;2026-09-01 02:23:30
usr_0391;391;1;8745.0;2026-08-14 18:55:11;2026-08-14 18:55:11
usr_0392;392;1;8745.0;2026-08-20 13:14:17;2026-08-20 13:14:17
usr_0393;393;1;9450.0;2026-08-29 09:45:18;2026-08-29 09:45:18
usr_0394;394;1;8950.0;2026-09-05 10:17:43;2026-09-05 10:17:43
usr_0395;395;1;8950.0;2026-09-03 11:18:32;2026-09-03 11:18:32
usr_0396;396;1;9950.0;2026-09-06 19:15:37;2026-09-06 19:15:37
usr_0397;397;1;8950.0;2026-09-05 11:02:15;2026-09-05 11:02:15
usr_0398;398;1;8950.0;2026-09-05 18:06:36;2026-09-05 18:06:36
usr_0399;399;1;8950.0;2026-09-06 19:02:33;2026-09-06 19:02:33
usr_0400;400;1;6490.0;2026-08-09 16:12:09;2026-08-09 16:12:09
usr_0401;401;1;8245.0;2026-08-08 22:16:55;2026-08-08 22:16:55
usr_0402;402;3;18440.0;2026-08-09 17:25:40;2026-09-03 17:30:08
usr_0403;403;1;8950.0;2026-08-31 10:18:44;2026-08-31 10:18:44
usr_0404;404;1;7475.0;2026-09-02 19:30:00;2026-09-02 19:30:00
usr_0405;405;1;8950.0;2026-09-05 14:29:26;2026-09-05 14:29:26
usr_0406;406;1;8450.0;2026-09-05 13:55:08;2026-09-05 13:55:08
usr_0407;407;1;8950.0;2026-09-09 23:11:20;2026-09-09 23:11:20
usr_0408;408;1;6490.0;2026-08-10 15:22:41;2026-08-10 15:22:41
usr_0409;409;1;5000.0;2026-09-03 21:58:56;2026-09-03 21:58:56
usr_0410;410;1;6490.0;2026-08-08 16:51:05;2026-08-08 16:51:05
usr_0411;411;1;8545.0;2026-08-30 11:21:33;2026-08-30 11:21:33
usr_0412;412;2;9990.0;2026-08-08 14:06:52;2026-08-08 14:06:52
usr_0413;413;1;8745.0;2026-08-18 19:40:47;2026-08-18 19:40:47
usr_0414;414;1;8950.0;2026-09-05 16:25:16;2026-09-05 16:25:16
usr_0415;415;1;4995.0;2026-08-09 04:51:42;2026-08-09 04:51:42
usr_0416;416;2;13950.0;2026-09-05 21:19:33;2026-09-05 21:19:33
usr_0417;417;1;6950.0;2026-08-11 10:51:54;2026-08-11 10:51:54
usr_0418;418;2;14950.0;2026-08-26 04:03:43;2026-08-26 04:03:43
usr_0419;419;2;14950.0;2026-09-02 10:06:52;2026-09-02 10:06:52
usr_0420;420;1;6950.0;2026-08-14 20:17:00;2026-08-14 20:17:00
usr_0421;421;2;9990.0;2026-08-08 20:25:37;2026-08-08 20:25:37
usr_0422;422;1;9450.0;2026-09-02 15:30:05;2026-09-02 15:30:05
usr_0423;423;1;7475.0;2026-09-01 12:44:58;2026-09-01 12:44:58
usr_0424;424;2;14950.0;2026-08-23 17:45:31;2026-08-23 17:45:31
usr_0425;425;1;8503.0;2026-08-24 07:03:39;2026-08-24 07:03:39
usr_0426;426;1;6000.0;2026-08-13 09:26:22;2026-08-13 09:26:22
usr_0427;427;2;9900.0;2026-08-08 19:23:46;2026-08-08 19:23:46
usr_0428;428;2;17900.0;2026-09-04 18:33:44;2026-09-04 18:33:44
usr_0429;429;1;9950.0;2026-09-08 13:04:06;2026-09-08 13:04:06
usr_0430;430;2;16950.0;2026-08-04 13:38:06;2026-08-23 16:17:56
usr_0431;431;1;8950.0;2026-09-05 15:28:29;2026-09-05 15:28:29
usr_0432;432;2;17495.0;2026-08-29 19:39:58;2026-08-30 10:31:12
usr_0433;433;2;9900.0;2026-08-09 19:40:37;2026-08-09 19:40:37
usr_0434;434;1;8450.0;2026-09-06 15:23:19;2026-09-06 15:23:19
usr_0435;435;2;9900.0;2026-08-09 16:13:53;2026-08-09 16:13:53
usr_0436;436;1;8450.0;2026-08-23 15:04:52;2026-08-23 15:04:52
usr_0437;437;4;26790.0;2026-08-04 09:08:31;2026-08-30 16:16:42
usr_0438;438;1;8950.0;2026-09-09 13:24:37;2026-09-09 13:24:37
usr_0439;439;1;6490.0;2026-08-09 20:20:29;2026-08-09 20:20:29
usr_0440;440;1;7475.0;2026-08-24 03:20:05;2026-08-24 03:20:05
usr_0441;441;1;8745.0;2026-08-16 09:40:30;2026-08-16 09:40:30
usr_0442;442;1;6950.0;2026-08-14 11:21:45;2026-08-14 11:21:45
usr_0443;443;2;16950.0;2026-08-04 10:14:38;2026-08-04 10:14:38
usr_0444;444;2;14950.0;2026-09-09 16:46:07;2026-09-09 16:46:07
usr_0445;445;1;4950.0;2026-08-10 00:36:19;2026-08-10 00:36:19
usr_0446;446;1;6950.0;2026-08-10 09:02:50;2026-08-10 09:02:50
usr_0447;447;1;8450.0;2026-08-23 13:46:56;2026-08-23 13:46:56
usr_0448;448;2;16950.0;2026-08-14 14:23:30;2026-08-14 14:23:30
usr_0449;449;1;8950.0;2026-09-06 17:28:24;2026-09-06 17:28:24
usr_0450;450;1;8950.0;2026-09-03 06:06:37;2026-09-03 06:06:37
usr_0451;451;1;8245.0;2026-08-08 16:24:46;2026-08-08 16:24:46
usr_0452;452;1;8450.0;2026-08-25 21:09:34;2026-08-25 21:09:34
usr_0453;453;1;4950.0;2026-08-11 17:07:53;2026-08-11 17:07:53
usr_0454;454;1;8950.0;2026-09-07 04:33:26;2026-09-07 04:33:26
usr_0455;455;1;8950.0;2026-08-25 07:53:50;2026-08-25 07:53:50
usr_0456;456;1;9950.0;2026-09-08 17:57:42;2026-09-08 17:57:42
usr_0457;457;1;6490.0;2026-08-09 10:16:31;2026-08-09 10:16:31
usr_0458;458;1;8450.0;2026-08-22 11:58:37;2026-08-22 11:58:37
usr_0459;459;1;9950.0;2026-08-07 11:31:08;2026-08-07 11:31:08
usr_0460;460;1;8745.0;2026-08-12 13:12:40;2026-08-12 13:12:40
usr_0461;461;2;14950.0;2026-09-05 15:01:05;2026-09-05 15:01:05
usr_0462;462;1;500.0;2026-08-09 16:45:22;2026-08-09 16:45:22
usr_0463;463;1;8950.0;2026-08-25 13:16:31;2026-08-25 13:16:31
usr_0464;464;1;4500.0;2026-08-10 18:30:49;2026-08-10 18:30:49
usr_0465;465;1;4225.0;2026-09-07 08:21:23;2026-09-07 08:21:23
usr_0466;466;1;8950.0;2026-08-26 13:56:39;2026-08-26 13:56:39
usr_0467;467;1;6490.0;2026-08-10 13:55:50;2026-08-10 13:55:50
usr_0468;468;1;9450.0;2026-08-19 07:10:12;2026-08-19 07:10:12
usr_0469;469;1;4950.0;2026-08-08 19:45:24;2026-08-08 19:45:24
usr_0470;470;2;9900.0;2026-08-09 17:24:05;2026-08-09 17:24:05
usr_0471;471;1;9950.0;2026-09-04 18:12:51;2026-09-04 18:12:51
usr_0472;472;1;8950.0;2026-09-06 13:45:12;2026-09-06 13:45:12
usr_0473;473;1;10000.0;2026-08-08 13:57:16;2026-08-08 13:57:16
usr_0474;474;1;6950.0;2026-08-14 07:16:32;2026-08-14 07:16:32
usr_0475;475;1;9950.0;2026-08-24 15:16:31;2026-08-24 15:16:31
usr_0476;476;2;8900.0;2026-08-09 14:14:07;2026-08-09 14:14:07
usr_0477;477;2;9950.0;2026-08-06 14:52:49;2026-08-18 15:06:11
usr_0478;478;1;6450.0;2026-08-10 00:13:55;2026-08-10 00:13:55
usr_0479;479;1;8745.0;2026-08-16 09:40:02;2026-08-16 09:40:02
usr_0480;480;1;15695.0;2026-08-04 16:17:19;2026-08-04 16:17:19
usr_0481;481;1;8745.0;2026-08-07 13:09:54;2026-08-07 13:09:54
usr_0482;482;2;16950.0;2026-08-15 16:30:16;2026-08-15 16:30:16
usr_0483;483;1;8450.0;2026-08-29 19:38:52;2026-08-29 19:38:52
usr_0484;484;1;8745.0;2026-08-15 19:17:47;2026-08-15 19:17:47
usr_0485;485;1;8450.0;2026-08-22 16:02:00;2026-08-22 16:02:00
usr_0486;486;1;8950.0;2026-09-02 09:28:52;2026-09-02 09:28:52
usr_0487;487;2;14950.0;2026-09-05 11:02:17;2026-09-05 11:02:17
usr_0488;488;1;19350.0;2026-08-09 16:36:09;2026-08-09 16:36:09
usr_0489;489;1;8850.0;2026-08-24 08:47:25;2026-08-24 08:47:25
usr_0490;490;1;8450.0;2026-09-04 10:01:44;2026-09-04 10:01:44
usr_0491;491;1;8950.0;2026-09-07 09:04:54;2026-09-07 09:04:54
usr_0492;492;1;9950.0;2026-08-20 14:21:52;2026-08-20 14:21:52
usr_0493;493;1;9950.0;2026-09-02 16:44:53;2026-09-02 16:44:53
usr_0494;494;1;8959.0;2026-09-05 19:15:54;2026-09-05 19:15:54
usr_0495;495;2;14950.0;2026-09-01 10:30:21;2026-09-01 10:30:21
usr_0496;496;1;8950.0;2026-08-22 15:01:37;2026-08-22 15:01:37
usr_0497;497;1;8950.0;2026-08-31 12:11:14;2026-08-31 12:11:14
usr_0498;498;2;9000.0;2026-08-10 18:10:53;2026-08-10 18:10:53
usr_0499;499;1;8950.0;2026-09-08 13:24:34;2026-09-08 13:24:34
usr_0500;500;1;6490.0;2026-08-10 13:21:01;2026-08-10 13:21:01
usr_0501;501;1;8745.0;2026-08-20 14:06:32;2026-08-20 14:06:32
usr_0502;502;1;8450.0;2026-09-05 10:11:25;2026-09-05 10:11:25
usr_0503;503;2;14943.0;2026-08-31 14:40:32;2026-08-31 14:40:32
usr_0504;504;1;5975.0;2026-09-03 06:27:49;2026-09-03 06:27:49
usr_0505;505;2;9900.0;2026-08-11 18:00:05;2026-08-11 18:00:05
usr_0506;506;1;8950.0;2026-08-27 12:29:06;2026-08-27 12:29:06
usr_0507;507;1;6490.0;2026-08-08 20:12:46;2026-08-08 20:12:46
usr_0508;508;3;15650.0;2026-08-09 21:33:27;2026-09-03 08:29:32
usr_0509;509;1;18900.0;2026-09-07 16:51:31;2026-09-07 16:51:31
usr_0510;510;1;8950.0;2026-09-05 10:34:42;2026-09-05 10:34:42
usr_0511;511;1;4950.0;2026-08-08 17:29:42;2026-08-08 17:29:42
usr_0512;512;1;4995.0;2026-08-08 16:43:12;2026-08-08 16:43:12
usr_0513;513;2;13950.0;2026-08-23 17:34:10;2026-08-23 17:34:10
usr_0514;514;1;8950.0;2026-08-23 09:48:08;2026-08-23 09:48:08
usr_0515;515;1;8450.0;2026-09-05 12:09:36;2026-09-05 12:09:36
usr_0516;516;2;9900.0;2026-08-08 16:59:49;2026-08-08 16:59:49
usr_0517;517;1;8950.0;2026-09-05 12:48:03;2026-09-05 12:48:03
usr_0518;518;1;6490.0;2026-08-08 12:37:37;2026-08-08 12:37:37
usr_0519;519;3;14850.0;2026-08-10 16:09:27;2026-08-10 16:09:27
usr_0520;520;1;6490.0;2026-08-09 09:27:27;2026-08-09 09:27:27
usr_0521;521;1;6450.0;2026-08-12 14:21:51;2026-08-12 14:21:51
usr_0522;522;1;6950.0;2026-08-17 16:24:17;2026-08-17 16:24:17
usr_0523;523;1;8450.0;2026-09-02 11:00:48;2026-09-02 11:00:48
usr_0524;524;1;8945.0;2026-09-01 11:54:01;2026-09-01 11:54:01
usr_0525;525;1;8950.0;2026-08-22 15:39:49;2026-08-22 15:39:49
usr_0526;526;1;8950.0;2026-08-27 13:32:56;2026-08-27 13:32:56
usr_0527;527;2;9900.0;2026-08-09 10:49:47;2026-08-09 10:49:47
usr_0528;528;1;8950.0;2026-09-06 16:54:20;2026-09-06 16:54:20
usr_0529;529;2;14950.0;2026-08-24 13:11:03;2026-08-24 13:11:03
usr_0530;530;1;8950.0;2026-09-06 19:09:38;2026-09-06 19:09:38
usr_0531;531;1;8950.0;2026-08-30 10:04:17;2026-08-30 10:04:17
usr_0532;532;2;9990.0;2026-08-08 16:22:47;2026-08-08 16:22:47
usr_0533;533;1;8450.0;2026-09-05 10:24:14;2026-09-05 10:24:14
usr_0534;534;1;8450.0;2026-08-30 12:55:04;2026-08-30 12:55:04
usr_0535;535;2;14950.0;2026-08-30 08:24:30;2026-08-30 08:24:30
usr_0536;536;2;16950.0;2026-08-12 12:22:52;2026-08-12 12:22:52
usr_0537;537;2;9900.0;2026-08-12 04:49:43;2026-08-12 04:49:43
usr_0538;538;2;14950.0;2026-08-31 06:14:52;2026-08-31 06:14:52
usr_0539;539;1;8950.0;2026-08-23 20:55:41;2026-08-23 20:55:41
usr_0540;540;1;8950.0;2026-09-05 14:57:41;2026-09-05 14:57:41
usr_0541;541;2;14950.0;2026-09-02 10:48:17;2026-09-02 10:48:17
usr_0542;542;1;8950.0;2026-08-23 18:26:56;2026-08-23 18:26:56
usr_0543;543;1;4950.0;2026-08-09 14:01:24;2026-08-09 14:01:24
usr_0544;544;1;4995.0;2026-08-10 06:26:01;2026-08-10 06:26:01
usr_0545;545;1;8950.0;2026-09-05 19:45:17;2026-09-05 19:45:17
usr_0546;546;1;6490.0;2026-08-10 19:07:51;2026-08-10 19:07:51
usr_0547;547;2;14950.0;2026-09-01 15:53:22;2026-09-01 15:53:22
usr_0548;548;2;13950.0;2026-09-08 12:45:32;2026-09-08 12:45:32
usr_0549;549;2;16445.0;2026-08-24 05:25:17;2026-08-24 05:25:17
usr_0550;550;1;5463.34;2026-08-09 16:24:42;2026-08-09 16:24:42
usr_0551;551;1;8950.0;2026-09-02 09:58:19;2026-09-02 09:58:19
usr_0552;552;1;7475.0;2026-08-26 04:37:12;2026-08-26 04:37:12
usr_0553;553;1;8950.0;2026-09-05 18:27:14;2026-09-05 18:27:14
usr_0554;554;2;10000.0;2026-08-08 12:44:01;2026-08-08 12:44:01
usr_0555;555;2;14950.0;2026-09-02 09:38:46;2026-09-02 09:38:46
usr_0556;556;1;7475.0;2026-09-05 15:17:14;2026-09-05 15:17:14
usr_0557;557;1;8950.0;2026-08-23 16:56:11;2026-08-23 16:56:11
usr_0558;558;1;8245.0;2026-09-02 08:49:58;2026-09-02 08:49:58
usr_0559;559;1;8450.0;2026-08-23 04:11:37;2026-08-23 04:11:37
usr_0560;560;1;8950.0;2026-08-25 14:09:51;2026-08-25 14:09:51
usr_0561;561;1;18900.0;2026-09-03 18:55:28;2026-09-03 18:55:28
usr_0562;562;1;8745.0;2026-08-17 22:34:23;2026-08-17 22:34:23
usr_0563;563;1;6490.0;2026-08-09 17:28:24;2026-08-09 17:28:24
usr_0564;564;1;8745.0;2026-08-16 04:38:14;2026-08-16 04:38:14
usr_0565;565;2;13950.0;2026-08-30 15:30:24;2026-08-30 15:30:24
usr_0566;566;1;8450.0;2026-08-30 18:45:42;2026-08-30 18:45:42
usr_0567;567;2;14950.0;2026-09-09 15:06:26;2026-09-09 15:06:26
usr_0568;568;2;14950.0;2026-08-27 15:10:07;2026-08-27 15:10:07
usr_0569;569;1;8950.0;2026-09-06 08:00:03;2026-09-06 08:00:03
usr_0570;570;2;9990.0;2026-08-09 09:24:57;2026-08-09 09:24:57
usr_0571;571;2;16950.0;2026-08-04 17:19:52;2026-08-04 17:19:52
usr_0572;572;1;8945.0;2026-09-02 14:54:22;2026-09-02 14:54:22
usr_0573;573;1;8950.0;2026-08-30 09:39:42;2026-08-30 09:39:42
usr_0574;574;1;7475.0;2026-09-04 16:29:01;2026-09-04 16:29:01
usr_0575;575;3;24735.0;2026-08-19 09:21:46;2026-08-19 09:21:46
usr_0576;576;1;7475.0;2026-09-04 17:26:34;2026-09-04 17:26:34
usr_0577;577;1;5463.33;2026-08-09 16:26:30;2026-08-09 16:26:30
usr_0578;578;1;8245.0;2026-08-21 12:29:55;2026-08-21 12:29:55
usr_0579;579;1;8245.0;2026-08-06 16:20:47;2026-08-06 16:20:47
usr_0580;580;1;8950.0;2026-08-23 14:38:29;2026-08-23 14:38:29
usr_0581;581;1;8950.0;2026-08-23 11:19:47;2026-08-23 11:19:47
usr_0582;582;1;8950.0;2026-09-04 15:03:52;2026-09-04 15:03:52
usr_0583;583;1;8950.0;2026-08-25 04:27:38;2026-08-25 04:27:38
usr_0584;584;1;6490.0;2026-08-10 15:33:39;2026-08-10 15:33:39
usr_0585;585;2;13950.0;2026-08-29 19:40:39;2026-08-29 19:40:39
usr_0586;586;1;8745.0;2026-08-12 17:45:53;2026-08-12 17:45:53
usr_0587;587;1;8450.0;2026-08-26 21:47:21;2026-08-26 21:47:21
usr_0588;588;1;6450.0;2026-08-11 02:43:57;2026-08-11 02:43:57
usr_0589;589;1;5990.0;2026-08-09 18:06:31;2026-08-09 18:06:31
usr_0590;590;1;8945.0;2026-09-04 11:04:11;2026-09-04 11:04:11
usr_0591;591;1;8450.0;2026-09-05 10:13:46;2026-09-05 10:13:46
usr_0592;592;1;8245.0;2026-08-19 20:38:02;2026-08-19 20:38:02
usr_0593;593;1;9950.0;2026-09-06 19:53:15;2026-09-06 19:53:15
usr_0594;594;1;5000.0;2026-09-03 18:16:38;2026-09-03 18:16:38
usr_0595;595;2;14950.0;2026-08-22 16:55:59;2026-08-22 16:55:59
usr_0596;596;1;8950.0;2026-09-05 16:26:36;2026-09-05 16:26:36
usr_0597;597;1;5990.0;2026-08-09 18:00:04;2026-08-09 18:00:04
usr_0598;598;2;9900.0;2026-08-09 09:43:34;2026-08-09 09:43:34
usr_0599;599;2;17900.0;2026-08-26 12:25:10;2026-08-31 16:05:26
usr_0600;600;1;7450.0;2026-08-22 15:48:13;2026-08-22 15:48:13
usr_0601;601;5;36375.0;2026-09-04 04:51:49;2026-09-06 14:28:33
usr_0602;602;1;8450.0;2026-09-05 17:42:39;2026-09-05 17:42:39
usr_0603;603;1;8745.0;2026-08-18 16:34:39;2026-08-18 16:34:39
usr_0604;604;1;8950.0;2026-09-06 19:17:57;2026-09-06 19:17:57
usr_0605;605;1;8950.0;2026-08-26 07:26:53;2026-08-26 07:26:53
usr_0606;606;1;6450.0;2026-08-10 18:36:00;2026-08-10 18:36:00
